,fecha,objective,metric,first_metric_only,boost_from_average,feature_pre_filter,verbosity,seed,max_depth,min_gain_to_split,lambda_l1,lambda_l2,max_bin,num_iterations,force_row_wise,learning_rate,feature_fraction,min_data_in_leaf,num_leaves,prob_corte,ganancia,iteracion
20220522,224649,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,772,TRUE,"0,010502433742441","0,214776625901105",4591,521,"0,03207803515592",11631000,215
20220522,224746,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,157,TRUE,"0,024935429395395","0,702079833207",4378,1024,"0,015797072253175",13483000,216
20220522,224759,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,27,TRUE,"0,299427183310235","0,273314643639274",6285,16,"0,013342958628979",12679000,217
20220522,224830,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,201,TRUE,"0,02804062975609","0,999235657841542",5103,16,"0,028322106032659",11888000,218
20220522,224849,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,65,TRUE,"0,29415489392707","0,9786898076748",7998,20,"0,04989261637547",7339000,219
20220522,224905,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,26,TRUE,"0,199279897714677","0,722972024439494",4509,615,"0,0177495171684",12356000,220
20220522,224933,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,74,TRUE,"0,077461730859227","0,656717702438703",6098,172,"0,022640137261914",13016000,221
20220522,224947,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,33,TRUE,"0,211501593693806","0,812769329310146",7997,1023,"0,021256741130057",13522000,222
20220522,225003,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,26,TRUE,"0,265675057221139","0,276321816292169",7993,17,"0,035152955313733",10231000,223
20220522,225233,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,355,TRUE,"0,011546834783871","0,229556675870039",1067,943,"0,018625171892253",13301000,224
20220522,225303,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,68,TRUE,"0,114240513887362","0,596878667996442",5488,1024,"0,031131170961973",11612000,225
20220522,225344,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,138,TRUE,"0,04157505781969","0,664155239493978",7984,1024,"0,041070896755613",9890000,226
20220522,225359,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,27,TRUE,"0,177852425329417","0,726167502431071",7994,16,"0,016551784371633",12683000,227
20220522,225436,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,125,TRUE,"0,081353223396147","0,244570603370105",4801,46,"0,013882864392423",13389000,228
20220522,225452,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,34,TRUE,"0,236295254961694","0,200407807145854",5955,1024,"0,020783415630753",12680000,229
20220522,225508,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,32,TRUE,"0,170093862317798","0,896436015930577",7323,935,"0,019370544682826",12844000,230
20220522,225539,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,47,TRUE,"0,08098122508231","0,999830372994705",1715,773,"0,019521097417044",13162000,231
20220522,225556,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,37,TRUE,"0,299381686571012","0,202705038531193",4038,1024,"0,049907396651238",7954000,232
20220522,225627,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,40,TRUE,"0,18225183008284","0,685085558125581",2572,45,"0,013060623908919",12118000,233
20220522,225650,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,30,TRUE,"0,299631488989295","0,999997715261345",6639,55,"0,021808604321569",12236000,234
20220522,225723,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,24,TRUE,"0,299934937339357","0,200761378579469",992,1024,"0,013050519685269",11122000,235
20220522,230049,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,298,TRUE,"0,018474126936622","0,874639017905958",1963,1024,"0,021763728755649",13089000,236
20220522,230320,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,425,TRUE,"0,010121335931637","0,886113557545734",1501,817,"0,013268994148979",13785000,237
20220522,230413,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,238,TRUE,"0,025776993821471","0,601024152647017",2640,18,"0,012295965294193",13833000,238
20220522,232231,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,457,TRUE,"0,010492953127694","0,583483839198607",2327,1018,"0,012602507923077",13905000,239
20220522,232749,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,495,TRUE,"0,010467312005799","0,633055132400394",2403,505,"0,014753478967844",14082000,240
20220522,232811,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,17,TRUE,"0,299855160699041","0,782592479514059",7997,329,"0,020727084868031",13027000,241
20220522,232907,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,221,TRUE,"0,067975761732004","0,291698196689324",7999,35,"0,015477187571006",13245000,242
20220522,232918,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,15,TRUE,"0,297341620149671","0,421273197480314",4396,783,"0,016522787572222",12486000,243
20220522,233119,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,687,TRUE,"0,010510906337303","0,644937429929164",4157,45,"0,013441987275943",13611000,244
20220522,233149,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,57,TRUE,"0,078491809233649","0,577711707976717",5785,55,"0,014469131364854",13318000,245
20220522,233200,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,21,TRUE,"0,2026355360255","0,702857783067436",8000,914,"0,020009591888968",12862000,246
20220522,233212,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,19,TRUE,"0,299281344912393","0,999986336505633",3649,237,"0,02481963533503",11149000,247
20220522,233233,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,51,TRUE,"0,111951065003352","0,288602969811719",3783,204,"0,015097802370833",13834000,248
20220522,233248,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,48,TRUE,"0,269974555032873","0,200471967164982",6992,664,"0,016763585327581",12725000,249
20220522,233304,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,34,TRUE,"0,299903871708983","0,346423238506903",5749,191,"0,015481648573138",12852000,250
20220522,233518,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,714,TRUE,"0,010122739388449","0,20678305965978",7997,520,"0,015425751960345",13253000,251
20220522,233531,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,8,TRUE,"0,045794174077378","0,745581152820959",720,27,"0,008333936672156",12501000,252
20220522,233553,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,67,TRUE,"0,071679424717045","0,224525004183772",2655,200,"0,018514770538252",13472000,253
20220522,233622,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,90,TRUE,"0,062287420951747","0,202273896944544",969,1023,"0,024824362084719",11513000,254
20220522,233633,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,22,TRUE,"0,258558036911444","0,214475062250723",7992,631,"0,01175393070779",12289000,255
20220522,233822,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,379,TRUE,"0,010090434964946","0,655908672934248",2662,520,"0,026675961162806",11985000,256
20220522,233842,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,149,TRUE,"0,067794738857265","0,945171457019205",7947,1024,"0,02280300638614",12744000,257
20220522,233900,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,60,TRUE,"0,064149596769052","0,649094506219866",3913,776,"0,015093276184053",13400000,258
20220522,234129,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,696,TRUE,"0,011074761553285","0,545658696219766",5272,1024,"0,011550810525291",13239000,259
20220522,234309,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,663,TRUE,"0,010106990161641","0,996744622194715",4060,1012,"0,042945553525829",8999000,260
20220522,234458,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,809,TRUE,"0,010271207047378","0,213779575978574",3426,18,"0,034724155078346",11238000,261
20220522,234706,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,352,TRUE,"0,010016484089215","0,991186067439678",1017,1024,"0,032831470260661",10511000,262
20220522,234902,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,982,TRUE,"0,011946442699471","0,989735865077114",3898,18,"0,049997760883379",7634000,263
20220522,234921,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,53,TRUE,"0,110277944969423","0,202029135564701",2587,1023,"0,011238070385347",12973000,264
20220522,234959,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,76,TRUE,"0,050914625941516","0,69322770853839",2644,237,"0,01379041654318",14235000,265
20220522,235028,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,68,TRUE,"0,052429543002284","0,704358604439483",2637,259,"0,01364403251419",13964000,266
20220522,235054,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,44,TRUE,"0,083164263394557","0,606664430950074",3683,217,"0,015130450811659",13124000,267
20220522,235358,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,575,TRUE,"0,010014290304155","0,401223021898197",2651,212,"0,014040410284709",14253000,268
20220522,235408,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,13,TRUE,"0,289422768297052","0,681631110688113",3921,1024,"0,020058053049953",12580000,269
20220522,235602,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,565,TRUE,"0,011734430319867","0,702174215255196",2606,227,"0,013767025636161",13840000,270
20220522,235831,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,546,TRUE,"0,010027940565934","0,42440782505816",2647,227,"0,01351010279318",14051000,271
20220523,24,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,430,TRUE,"0,010023343074501","0,262446274045308",1522,184,"0,014121265425289",13486000,272
20220523,133,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,61,TRUE,"0,025269647314254","0,597689411307511",621,431,"0,013898215234354",13226000,273
20220523,206,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,57,TRUE,"0,053018731392201","0,794440989792283",765,239,"0,01528082362132",13667000,274
20220523,259,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,184,TRUE,"0,039904121553114","0,999962342063381",936,306,"0,008365140546468",12771000,275
20220523,314,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,45,TRUE,"0,113032679714939","0,679091840097995",6668,478,"0,015349995521367",13170000,276
20220523,338,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,101,TRUE,"0,133973428947266","0,426905807514096",5348,1024,"0,01892074149691",12969000,277
20220523,347,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,14,TRUE,"0,299738693349244","0,801760462099046",6058,219,"0,015140871709707",12469000,278
20220523,405,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,97,TRUE,"0,096058031571336","0,790594933798994",7512,37,"0,025933398275369",11897000,279
20220523,417,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,12,TRUE,"0,299618908308254","0,745369409181527",2321,791,"0,015902805268646",12030000,280
20220523,430,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,20,TRUE,"0,299618313550341","0,48573211176953",3941,1023,"0,032295024632572",11246000,281
20220523,501,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,110,TRUE,"0,055591299091198","0,335960906544405",2699,195,"0,014082099368624",14030000,282
20220523,510,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,27,TRUE,"0,251266533328395","0,970230506842876",8000,1019,"0,018831833866981",12772000,283
20220523,524,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,28,TRUE,"0,299612093946093","0,542623597481975",8000,722,"0,025813671147716",12036000,284
20220523,551,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,84,TRUE,"0,050077947104694","0,517586523978061",8000,853,"0,016478851870386",12985000,285
20220523,601,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,10,TRUE,"0,299968475978008","0,27685879188269",3815,196,"0,02824236067719",11175000,286
20220523,859,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,767,TRUE,"0,010180934056211","0,526137522228255",5044,46,"0,038677842189983",10320000,287
20220523,915,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,18,TRUE,"0,296145871112996","0,520773216588427",7998,19,"0,014534391038894",12614000,288
20220523,1201,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,609,TRUE,"0,010218256499135","0,400513629564834",10,16,"0,008942204177792",12916000,289
20220523,1336,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,327,TRUE,"0,010266419378426","0,87508125948344",3834,1024,"0,015216429093335",13555000,290
20220523,1543,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,430,TRUE,"0,010126614599794","0,201124663909742",642,171,"0,049977635408633",7404000,291
20220523,1716,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,600,TRUE,"0,010140067321943","0,815292146229444",5436,1024,"0,012976045654957",13269000,292
20220523,1810,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,299,TRUE,"0,017586968138499","0,999174040380948",5387,809,"0,010649786199477",12537000,293
20220523,1958,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,564,TRUE,"0,013088203074219","0,411546656596404",7999,448,"0,020707676413813",12970000,294
20220523,2050,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,41,TRUE,"0,010048506878973","0,209325543088834",935,16,"0,00873574996763",12500000,295
20220523,2350,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,1183,TRUE,"0,010048277980012","0,2798779212531",2689,29,"0,014033250632908",13527000,296
20220523,2400,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,12,TRUE,"0,299455607513279","0,68394303021346",5130,215,"0,028038193292279",11993000,297
20220523,2440,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,281,TRUE,"0,028012176112677","0,200571858801424",64,16,"0,015636520256801",13093000,298
20220523,2512,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,183,TRUE,"0,028822207964693","0,678872607642831",6563,1023,"0,008390759061762",11147000,299
20220523,2522,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,30,TRUE,"0,296881802844","0,809493365054553",8000,1024,"0,033362598424974",10881000,300
20220523,2539,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,115,TRUE,"0,085013901720389","0,802963591607264",7999,508,"0,015940435200075",13039000,301
20220523,2627,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,192,TRUE,"0,050021522755019","0,39644809320698",6110,16,"0,013890165630883",13267000,302
20220523,2644,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,73,TRUE,"0,071296169624009","0,68310116659715",5116,17,"0,013553201571747",13815000,303
20220523,2719,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,33,TRUE,"0,156944804231246","0,248547267142114",7389,194,"0,015585419977336",12964000,304
20220523,2812,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,89,TRUE,"0,075916864501745","0,519671202164586",6833,16,"0,022429398568371",12763000,305
20220523,2837,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,106,TRUE,"0,047713253350464","0,999889455194099",3051,23,"0,019680360606668",13162000,306
20220523,2848,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,30,TRUE,"0,299957184879615","0,221330723924767",4969,17,"0,013040146123295",13037000,307
20220523,3502,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,602,TRUE,"0,010025683538705","0,533680277534266",3990,1023,"0,015832935339731",13515000,308
20220523,3922,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,616,TRUE,"0,011013490894966","0,62946660996615",7999,219,"0,03189776263907",11332000,309
20220523,4536,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,664,TRUE,"0,010051939514931","0,612265986988172",2399,785,"0,01153592815305",13465000,310
20220523,4635,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,43,TRUE,"0,051820229636738","0,680441917083156",2437,485,"0,015881624691023",13681000,311
20220523,4642,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,5,TRUE,"0,295441351851445","0,967401710936399",141,16,"0,012502370186585",9603000,312
20220523,5232,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,607,TRUE,"0,010099381856164","0,393592500931213",2554,379,"0,01516541317772",13872000,313
20220523,5557,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,29,TRUE,"0,010341802767001","0,897979939517454",1114,578,"0,008370332858263",12251000,314
20220523,5632,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,15,TRUE,"0,219970631128267","0,886196360725658",945,839,"0,015236372832925",11123000,315
20220523,5725,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,82,TRUE,"0,111746006362955","0,385717208160958",4881,954,"0,013996515378473",13197000,316
20220523,5803,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,62,TRUE,"0,126501806765688","0,651803035276581",6439,68,"0,015000265120989",13040000,317
20220523,5830,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,25,TRUE,"0,29838648167841","0,200681401433872",3964,205,"0,013547914166253",12313000,318
20220523,5855,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,24,TRUE,"0,261640825852286","0,237547133282933",5820,409,"0,015853655104884",13088000,319
20220523,5918,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,19,TRUE,"0,29987541611155","0,203157047886619",6250,809,"0,020301207685962",12391000,320
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,14253000,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,fecha,objective,metric,first_metric_only,boost_from_average,feature_pre_filter,verbosity,seed,max_depth,min_gain_to_split,lambda_l1,lambda_l2,max_bin,num_iterations,force_row_wise,learning_rate,feature_fraction,min_data_in_leaf,num_leaves,prob_corte,ganancia,iteracion
20220522,235358,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,575,TRUE,"0,010014290304155","0,401223021898197",2651,212,"0,014040410284709",14253000,268
